Address of the Book Box,Latitude,Longitude,Title of the Book,Name of the First Author or Publisher,Book URL,Image Link
Groenveldstraat 42,50.8745267,4.6834789,Wij hebben parkinson,Mieke de Booser ,https://www.bol.com/be/nl/p/wij-hebben-parkinson/1001004006866622/,img/Groenveldstraat 42.jpg
Groenveldstraat 42,50.8745267,4.6834789,Zwarte ogen,Dennis Potter,https://www.bol.com/be/nl/p/zwarte-ogen/1001004001527457/,img/Groenveldstraat 42.jpg
Groenveldstraat 42,50.8745267,4.6834789,Ghosts of the nile,Cheryl Harness,https://www.bol.com/be/nl/p/ghosts-of-the-nile/1001004002243932/,img/Groenveldstraat 42.jpg
Groenveldstraat 42,50.8745267,4.6834789,Wilt,Tom Sharpe,https://www.bol.com/be/nl/p/wilt/1001004001689556/,img/Groenveldstraat 42.jpg
Bankstraat 72,50.8762115,4.6874124,Waar Anders?,Het Hageland,https://www.bol.com/be/nl/p/k3-memo/9200000054685654/,img/Bankstraat 72.jpg
Bankstraat 72,50.8762115,4.6874124,Isabelle op klompen,Thierry La Fronde,No link found,img/Bankstraat 72.jpg
Bankstraat 72,50.8762115,4.6874124,Op lange latten,Maria De Vleeschouwer-Verbraeken,No link found,img/Bankstraat 72.jpg
Bankstraat 72,50.8762115,4.6874124,De jacht op de kaipan,Henry de Monfreid,No link found,img/Bankstraat 72.jpg
Bankstraat 72,50.8762115,4.6874124,De gelukkige mens,Zsigmond Moricz,No link found,img/Bankstraat 72.jpg
Bankstraat 72,50.8762115,4.6874124,Lukacs,Fritz J. Raddatz,https://www.bol.com/be/nl/p/luka-cs/9200000040797000/,img/Bankstraat 72.jpg
Bankstraat 72,50.8762115,4.6874124,Salvare le modifiche prima di chiudere?,Lia Celi,No link found,img/Bankstraat 72.jpg
Bankstraat 72,50.8762115,4.6874124,Natuurkunde 1a,Delaruelle A.I. Claes,No link found,img/Bankstraat 72.jpg
Bankstraat 72,50.8762115,4.6874124,Natuurkunde 1b,Delaruelle A.I. Claes,No link found,img/Bankstraat 72.jpg
Bankstraat 72,50.8762115,4.6874124,Natuurkunde 2a,Delaruelle A.I. Claes,No link found,img/Bankstraat 72.jpg
Bankstraat 72,50.8762115,4.6874124,Natuurkunde 2b,Delaruelle A.I. Claes,No link found,img/Bankstraat 72.jpg
Bankstraat 72,50.8762115,4.6874124,Baby-en kinderverzorging,Benjamin Spock ,https://www.bol.com/be/nl/p/baby-en-kinderverzorging-opvoeding/1001004004965844/,img/Bankstraat 72.jpg
Bankstraat 72,50.8762115,4.6874124,5 Dagen in Parijs,Danielle Steel,https://www.bol.com/be/nl/p/vijf-dagen-in-parijs/9200000075681221/,img/Bankstraat 72.jpg
Bankstraat 72,50.8762115,4.6874124,Cro-Magnon,Jef Geeraerts,https://www.bol.com/be/nl/p/cro-magnon/1001004011332395/,img/Bankstraat 72.jpg
Bankstraat 72,50.8762115,4.6874124,"Rijn en maas, kunst en cultuur 800-1400",Ministerie van Nationale Opvoeding,No link found,img/Bankstraat 72.jpg
Groeneweg 48,50.869753,4.663364,Encyclopendie,Tom Premier,https://www.bol.com/be/nl/p/superior-iron-man-vol-2-stark-contrast-premiere-hc/9200000040409197/,img/Groeneweg 48.jpg
Groeneweg 48,50.869753,4.663364,De dag na morgen,Allan Folsom,https://www.bol.com/be/nl/p/de-dag-na-morgen/9200000026526251/,img/Groeneweg 48.jpg
Groeneweg 48,50.869753,4.663364,Het bernini mysterie,Dan Brown,https://www.bol.com/be/nl/p/robert-langdon-1-het-bernini-mysterie/9200000059528291/,img/Groeneweg 48.jpg
Groeneweg 48,50.869753,4.663364,Fenne trilogie,Henny Thijssing-Boer,https://www.bol.com/be/nl/p/fenne-trilogie-1-eens-komt-het-geluk/9300000008059876/,img/Groeneweg 48.jpg
Groeneweg 48,50.869753,4.663364,Het verre paradijs,M. M. Kaye,https://www.bol.com/be/nl/p/het-verre-paradijs/1001004005125166/,img/Groeneweg 48.jpg
Groeneweg 48,50.869753,4.663364,Zemindar,Valerie Fitzgerald,https://www.bol.com/be/nl/p/zemindar/9200000027777556/,img/Groeneweg 48.jpg
Groeneweg 48,50.869753,4.663364,De hemelboom trilogie,Edith Pargeter,https://www.bol.com/be/nl/p/de-hemelboom-trilogie-de-hemelboom-de-groene-tak-het-scharlaken-zaad/1001004001510707/,img/Groeneweg 48.jpg
Groeneweg 48,50.869753,4.663364,Het lason dubbelspel,Robert Ludlum,https://www.bol.com/be/nl/p/jason-bourne-2-het-bourne-dubbelspel/9300000048977867/,img/Groeneweg 48.jpg
Groeneweg 48,50.869753,4.663364,De nacht can de honden,Stefan Boonen,https://www.bol.com/be/nl/p/de-nachten-van-de-honden/1001004006872387/,img/Groeneweg 48.jpg
Groeneweg 48,50.869753,4.663364,Geen kooi voor takka,Detty verreydt,https://www.bol.com/be/nl/p/geen-kooi-voor-takka/1001004005166882/,img/Groeneweg 48.jpg
Groeneweg 48,50.869753,4.663364,Je chante avec Camille,Nancy Delvaux,No link found,img/Groeneweg 48.jpg
Ravenstraat 92,50.879175,4.7102246,"Liefde is sterker dan de dood, Een hemel vol sterren",Konsalik Heinz G.,No link found,img/Ravenstraat 92.jpg
Ravenstraat 92,50.879175,4.7102246,La baleine blanche,Jacques Lanzmann,https://www.bol.com/be/nl/p/la-baleine-blanche/9200000073266365/,img/Ravenstraat 92.jpg
Ravenstraat 92,50.879175,4.7102246,Voortgeschopt als een steen,Helene Nolthenius,https://www.bol.com/be/nl/p/voortgeschopt-als-een-steen/666838201/,img/Ravenstraat 92.jpg
Ravenstraat 92,50.879175,4.7102246,Kiboko,Daniel P.Mannix,No link found,img/Ravenstraat 92.jpg
Ravenstraat 92,50.879175,4.7102246,Peyton place,Grace Metalious,https://www.bol.com/be/nl/p/terug-naar-peyton-place/9200000045904440/,img/Ravenstraat 92.jpg
Ravenstraat 92,50.879175,4.7102246,Der Holcroft-vertrag,Robert Ludlum,https://www.bol.com/be/nl/p/der-holcroft-vertrag/9200000033076538/,img/Ravenstraat 92.jpg
Ravenstraat 92,50.879175,4.7102246,Een huis in I talie,Lisa st aubin de teran,No link found,img/Ravenstraat 92.jpg
Ravenstraat 92,50.879175,4.7102246,The parisifal mosaic,Robert Ludlum,https://www.bol.com/be/nl/p/the-parsifal-mosaic/1001004002402825/,img/Ravenstraat 92.jpg
Ravenstraat 92,50.879175,4.7102246,L' arte de mangiar bene,Artusi,https://www.bol.com/be/nl/p/la-scienza-in-cucina-e-l-arte-di-mangiare-bene/9200000051567317/,img/Ravenstraat 92.jpg
Ravenstraat 92,50.879175,4.7102246,Het geheim van de kaarten,Jostein Gaarder,https://www.bol.com/be/nl/p/het-geheim-van-de-kaarten/666772194/,img/Ravenstraat 92.jpg
Ravenstraat 92,50.879175,4.7102246,Een vrouw met negen levens,Isabeth Marain,https://www.bol.com/be/nl/p/een-vrouw-met-negen-levens/1001004002729201/,img/Ravenstraat 92.jpg
Ravenstraat 92,50.879175,4.7102246,Die scorpio-illusion,Robert Ludlum,https://www.bol.com/be/nl/p/die-scorpio-illusion/9200000033106310/,img/Ravenstraat 92.jpg
Ravenstraat 92,50.879175,4.7102246,Ik schreeuwlelijk,Youp van 't Hek,https://www.bol.com/be/nl/p/ik-schreeuwlelijk/666778445/,img/Ravenstraat 92.jpg
Ravenstraat 92,50.879175,4.7102246,Der wachsame traumer,John Le Carre,https://www.bol.com/be/nl/p/der-wachsame-traumer/9200000036283056/,img/Ravenstraat 92.jpg
Ravenstraat 92,50.879175,4.7102246,Heinzrobertschiette,Romano Guardini,https://www.bol.com/be/nl/p/religiose-gestalten-in-dostojewskijs-werk/9300000035309145/,img/Ravenstraat 92.jpg
Ravenstraat 92,50.879175,4.7102246,De zondag gisteren vandaag altijd,Guardini,No link found,img/Ravenstraat 92.jpg
Ravenstraat 92,50.879175,4.7102246,Psycho,Alfred Hitchcock,https://www.bol.com/be/nl/p/psycho/9300000035004086/,img/Ravenstraat 92.jpg
Ravenstraat 92,50.879175,4.7102246,G. K.Chesterton,Father Brown,https://www.bol.com/be/nl/p/the-complete-father-brown-stories/9300000002267745/,img/Ravenstraat 92.jpg
Ravenstraat 92,50.879175,4.7102246,De Avonjurier,Courths-Mahler,https://www.bol.com/be/nl/p/la-pupille-du-roi-louis-ii-de-baviere/9300000032317777/,img/Ravenstraat 92.jpg
Ravenstraat 92,50.879175,4.7102246,Natriumklorid ,Jussi Adler-Olsen,https://www.bol.com/be/nl/p/natrium-klorid/9300000133632274/,img/Ravenstraat 92.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Het Mysterie,Marianne Fredriksson,https://www.bol.com/be/nl/p/het-mysterie/1001004005017005/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Tranen Over Shanghai,Natasha Peters,https://www.bol.com/be/nl/p/tranen-over-shanghai/9200000035026661/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Mobiele Minnaars,Anna Davis,https://www.bol.com/be/nl/p/mobiele-minnaars/1001004001807842/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,The Great Hunt,Robert Jordan,https://www.bol.com/be/nl/p/the-wheel-of-time-2-the-great-hunt/1001004001381186/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,De Blik van Bourlon,Hans Bourlon,https://www.bol.com/be/nl/p/de-blik-van-bourlon/9200000072444557/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Meisje Niemand,Tomek Tryzna,https://www.bol.com/be/nl/p/meisje-niemand-t-tryzna/666823000/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Een band voor het leven,Courths Mahler,No link found,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Spel met de dood,Necil Shute,https://www.bol.com/be/nl/p/spel-met-de-dood/1001004005166743/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Iemand als jij,Cathy Kelly,https://www.bol.com/be/nl/p/iemand-als-jij/9200000010218014/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Marianne,Juliette Benzoni,https://www.bol.com/be/nl/p/hors-collection-5-marianne-tome-5-les-lauriers-de-flammes/9200000034210348/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Een spoor van tederheid,Frank Yeily,No link found,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Nethergate,Norah Lofts,https://www.bol.com/be/nl/p/nethergate/9200000010086906/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Penmarric,Susan Howatch,https://www.bol.com/be/nl/p/penmarric/9200000011604994/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Theet 77,Herman Brussemans,https://www.bol.com/be/nl/p/theet-77/9300000126038404/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Kruimels van de tafel,Theo Willemen,No link found,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Goswin lll Laan,Kunst en Beschaving,No link found,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Diamant,Jef Geeraerts,https://www.bol.com/be/nl/p/dossier-k/1001004011369359/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Delaatste Voorstelling,Bert vander Veer,No link found,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Jeugdomnibus,Aster Berkhof,https://www.bol.com/be/nl/p/3-jeugdomnibus/9200000048439480/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Princess Daisy,Judith Krantz,https://www.bol.com/be/nl/p/princess-daisy/9200000051737860/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Het Uitgestelde Paradijs,John Mortimer,https://www.bol.com/be/nl/p/het-uitgestelde-paradijs/1001004001549296/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Het Liefdeskomplot,Konsalik Heinz G.,https://www.bol.com/be/nl/p/het-laatste-lied-van-de-steppe/1001004005169934/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,De weg van Eenvoud,Moeder Teresa,https://www.bol.com/be/nl/p/de-weg-van-eenvoud/666799082/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Het Spel,Elle Kennedy,https://www.bol.com/be/nl/p/het-spel/9300000027333325/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,De wraak van het duivelse boek,Tiener Bibliotheek,https://www.bol.com/be/nl/p/de-wraak-van-het-duivelse-boek-ann-m-martin/666796168/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,De Melody omnibus,Virginia Andrews,https://www.bol.com/be/nl/p/de-melody-omnibus/1001004002134671/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Een schuilplaatsvoor het hart,Catherine Cookson,https://www.bol.com/be/nl/p/een-schuilplaats-voor-het-hart-catherine-cookson-isbn9010051706/9300000024193839/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Hartsvriendinnen,Susan Oudot,https://www.bol.com/be/nl/p/hartsvriendinnen-voor-altijd/9200000101484439/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Olav Audunszoon op Hestviken,Sigrid Undset,https://www.bol.com/be/nl/p/olav-audunszoon-op-hestviken/9200000049415933/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Een Verschrikkelijke Schoonheid,Libba Bray,https://www.bol.com/be/nl/p/een-verschrikkelijke-schoonheid/1001004010224357/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Het Marco-Effect,Jussi Adler-Olsen,https://www.bol.com/be/nl/p/het-marco-effect/9200000102177708/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Alsbloesem in de stormwind,Catherine Cookson,https://www.bol.com/be/nl/p/als-bloesem-in-de-stormwind/1001004005089908/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Gestolen hartstocht,Johanna Lindsey,https://www.bol.com/be/nl/p/gestolen-hartstocht/1001004001534858/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Verscheurd door het Verleden,Judith McNaught,https://www.bol.com/be/nl/p/verscheurd-door-het-verleden/1001004001534946/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Ierse Kitty,Norma Lee Clark,No link found,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Doorgang,David Mitchell,https://www.bol.com/be/nl/p/doorgang/9200000045904582/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Tiny richt een 'club' op,Theuermeister,https://www.bol.com/be/nl/p/tiny-richt-een-club-op/1001004005093849/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Een jas met kogelgaten,Todd Nettleton,No link found,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,De macht van een vrouw,Barbara Taylor Bradford,https://www.bol.com/be/nl/p/harte-saga-001-de-macht-van-een-vrouw/1001004002725933/,img/Goswin lll Laan 15-9.jpg
Goswin lll Laan 15-9,50.8710044,4.6689977,Sherlock Holmes - De hond van Baskerville,A. Conan Doyle,https://www.bol.com/be/nl/p/sherlock-holmes-3-de-hond-van-de-baskervilles/9200000050046170/,img/Goswin lll Laan 15-9.jpg
"Wisselbox, G. Vander Lindenstraat 8",50.8690901,4.7002504,De Grote Verkilling,Geert van Istendael,https://www.bol.com/be/nl/p/de-grote-verkilling/9200000108570676/,"img/Wisselbox, G. Vander Lindenstraat 8.jpg"
"Wisselbox, G. Vander Lindenstraat 8",50.8690901,4.7002504,Rusteloos Land,Belinda Bauer,https://www.bol.com/be/nl/p/de-exmoor-trilogie-1-rusteloos-land/1001004010655169/,"img/Wisselbox, G. Vander Lindenstraat 8.jpg"
"Wisselbox, G. Vander Lindenstraat 8",50.8690901,4.7002504,Pour Soigner L'enfant Psychotique,Jacques Hochma,No link found,"img/Wisselbox, G. Vander Lindenstraat 8.jpg"
"Wisselbox, G. Vander Lindenstraat 8",50.8690901,4.7002504,De Zeshoeksverhouding,William Sutcliffe,https://www.bol.com/be/nl/p/het-dievencircus-en-de-grote-verdwijntruc/9200000029287338/,"img/Wisselbox, G. Vander Lindenstraat 8.jpg"
"Wisselbox, G. Vander Lindenstraat 8",50.8690901,4.7002504,Adolphe,Benjamin Constant,https://www.bol.com/be/nl/p/adolphe/9200000018252375/,"img/Wisselbox, G. Vander Lindenstraat 8.jpg"
"Wisselbox, G. Vander Lindenstraat 8",50.8690901,4.7002504,Rijke Meiden,Youp van 't Hek,https://www.bol.com/be/nl/p/rijke-meiden/9300000135568983/,"img/Wisselbox, G. Vander Lindenstraat 8.jpg"
"Wisselbox, G. Vander Lindenstraat 8",50.8690901,4.7002504,De Eeuwige Bron,Ayn Rand,https://www.bol.com/be/nl/p/de-eeuwige-bron/9200000047691621/,"img/Wisselbox, G. Vander Lindenstraat 8.jpg"
"Wisselbox, G. Vander Lindenstraat 8",50.8690901,4.7002504,De stilte van de sneeuw,Brigitte aubert,https://www.bol.com/be/nl/p/de-stilte-van-de-sneeuw/666884852/,"img/Wisselbox, G. Vander Lindenstraat 8.jpg"
"Wisselbox, G. Vander Lindenstraat 8",50.8690901,4.7002504,Grip,Stephan Enter,https://www.bol.com/be/nl/p/grip/1001004011449287/,"img/Wisselbox, G. Vander Lindenstraat 8.jpg"
"Wisselbox, G. Vander Lindenstraat 8",50.8690901,4.7002504,The Problem of Pain,C.S. Lewis,https://www.bol.com/be/nl/p/cs-lewis-study-the-problem-of-pain-study-guide/9200000096706228/,"img/Wisselbox, G. Vander Lindenstraat 8.jpg"
"Wisselbox, G. Vander Lindenstraat 8",50.8690901,4.7002504,I'm the King of the Castle,Susan Hill,https://www.bol.com/be/nl/p/i-m-the-king-of-the-castle/9200000025099139/,"img/Wisselbox, G. Vander Lindenstraat 8.jpg"
"Wisselbox, G. Vander Lindenstraat 8",50.8690901,4.7002504,"Eat, Pray, Love",Elizabeth Gilbert,https://www.bol.com/be/nl/p/eat-pray-love/1001004005442423/,"img/Wisselbox, G. Vander Lindenstraat 8.jpg"
"Wisselbox, G. Vander Lindenstraat 8",50.8690901,4.7002504,A Perfect Spy,John Le Carre,https://www.bol.com/be/nl/p/a-perfect-spy/9200000092085390/,"img/Wisselbox, G. Vander Lindenstraat 8.jpg"
"Wisselbox, G. Vander Lindenstraat 8",50.8690901,4.7002504,De Laatste Samenzweerder,Peter Stothard,https://www.bol.com/be/nl/p/de-laatste-samenzweerder/9300000019087999/,"img/Wisselbox, G. Vander Lindenstraat 8.jpg"
"Wisselbox, G. Vander Lindenstraat 8",50.8690901,4.7002504,Varken vermist,Tessa Krailing,https://www.bol.com/be/nl/p/varken-vermist/666789389/,"img/Wisselbox, G. Vander Lindenstraat 8.jpg"
"Wisselbox, G. Vander Lindenstraat 8",50.8690901,4.7002504,Slang ontsnapt,Tessa Krailing,No link found,"img/Wisselbox, G. Vander Lindenstraat 8.jpg"
"Wisselbox, G. Vander Lindenstraat 8",50.8690901,4.7002504,drie vrouwen,lisa taddeo,https://www.bol.com/be/nl/p/drie-vrouwen/9200000108570885/,"img/Wisselbox, G. Vander Lindenstraat 8.jpg"
"Wisselbox, G. Vander Lindenstraat 8",50.8690901,4.7002504,De Overlevenden,Jane Harper,https://www.bol.com/be/nl/p/de-overlevenden/9300000017935176/,"img/Wisselbox, G. Vander Lindenstraat 8.jpg"
"Wisselbox, G. Vander Lindenstraat 8",50.8690901,4.7002504,De Man Van St.Petersburg,Ken Follett,https://www.bol.com/be/nl/p/de-man-van-st-petersburg/1001004005105307/,"img/Wisselbox, G. Vander Lindenstraat 8.jpg"
"Wisselbox, G. Vander Lindenstraat 8",50.8690901,4.7002504,Census,Jesse Ball,https://www.bol.com/be/nl/p/census/9200000095628537/,"img/Wisselbox, G. Vander Lindenstraat 8.jpg"
"Wisselbox, G. Vander Lindenstraat 8",50.8690901,4.7002504,Keromar,Louis De Groof,https://www.bol.com/be/nl/p/1-tv-feuilleton-tim/9200000049311808/,"img/Wisselbox, G. Vander Lindenstraat 8.jpg"
"Wisselbox, G. Vander Lindenstraat 8",50.8690901,4.7002504,Wreck This Journal,Keri Smith,https://www.bol.com/be/nl/p/wreck-this-journal/9200000009896914/,"img/Wisselbox, G. Vander Lindenstraat 8.jpg"
"Wisselbox, G. Vander Lindenstraat 8",50.8690901,4.7002504,"Uit het hoofd, in het hoofd",Willo Gonnissen,No link found,"img/Wisselbox, G. Vander Lindenstraat 8.jpg"
"Wisselbox, G. Vander Lindenstraat 8",50.8690901,4.7002504,De Insluiper,John Sandford,https://www.bol.com/be/nl/p/de-insluiper/1001004001511374/,"img/Wisselbox, G. Vander Lindenstraat 8.jpg"
Albert Giraudstraat 28,50.8707402,4.6982059,Danskriebels,Kapitein Winokio,https://www.bol.com/be/nl/p/de-zomer-van-kapitein-winokio/9200000011188531/,img/Albert Giraudstraat 28.jpg
Albert Giraudstraat 28,50.8707402,4.6982059,Laten wij aanbidden,Ann-Marie MacDonald,https://www.bol.com/be/nl/p/laten-wij-aanbidden/666837657/,img/Albert Giraudstraat 28.jpg
Albert Giraudstraat 28,50.8707402,4.6982059,De Stille Overname,Noreena Hertz,https://www.bol.com/be/nl/p/stille-overname/1001004001461829/,img/Albert Giraudstraat 28.jpg
Albert Giraudstraat 28,50.8707402,4.6982059,Die Schworers,Marc Zollinger,https://www.bol.com/be/nl/p/die-schworers/1001004008491517/,img/Albert Giraudstraat 28.jpg
Albert Giraudstraat 28,50.8707402,4.6982059,Darth Paper Strikes Back,Tom Angleberger,https://www.bol.com/be/nl/p/origami-yoda-2-darth-paper-strikes-back/9200000046109271/,img/Albert Giraudstraat 28.jpg
Albert Giraudstraat 28,50.8707402,4.6982059,Harlequin,Bernard Cornwell,https://www.bol.com/be/nl/p/grail-quest-vol-1-harlequin/1001004006443824/,img/Albert Giraudstraat 28.jpg
Albert Giraudstraat 28,50.8707402,4.6982059,"Through A Glass, darkly",Donna Leon,https://www.bol.com/be/nl/p/through-a-glass-darkly/1001004002714108/,img/Albert Giraudstraat 28.jpg
Albert Giraudstraat 28,50.8707402,4.6982059,The Van,Roddy Doyle,https://www.bol.com/be/nl/p/the-van/1001004000927760/,img/Albert Giraudstraat 28.jpg
Albert Giraudstraat 28,50.8707402,4.6982059,A Death In Brazil,Peter Robb,https://www.bol.com/be/nl/p/death-in-brazil/1001004002491253/,img/Albert Giraudstraat 28.jpg
Albert Giraudstraat 28,50.8707402,4.6982059,Het Oude Testament is niet zo oud,Luc Geysels,No link found,img/Albert Giraudstraat 28.jpg
Albert Giraudstraat 28,50.8707402,4.6982059,Der Unschuldige Morder,Mattias Edvardsson,https://www.bol.com/be/nl/p/der-unschuldige-morder/9300000016577696/,img/Albert Giraudstraat 28.jpg
Albert Giraudstraat 28,50.8707402,4.6982059,"Love, Medicine & Miracles",Bernie S. Siegel,https://www.bol.com/be/nl/p/love-medicine-and-miracles/9200000014627019/,img/Albert Giraudstraat 28.jpg
Albert Giraudstraat 28,50.8707402,4.6982059,Ethiek en gezondheidszorg,Paul Sporken,https://www.bol.com/be/nl/p/ethiek-en-gezondheidszorg/1001004005082926/,img/Albert Giraudstraat 28.jpg
Albert Giraudstraat 28,50.8707402,4.6982059,The Cardinal of the Kremlin,Tom Clancy,https://www.bol.com/be/nl/p/the-cardinal-of-the-kremlin/9200000011441866/,img/Albert Giraudstraat 28.jpg
Albert Giraudstraat 28,50.8707402,4.6982059,The Last Family in England,Matt Haig,https://www.bol.com/be/nl/p/the-last-family-in-england/9200000087005081/,img/Albert Giraudstraat 28.jpg
Weldadigheidsstraat 74,50.8711167,4.7010392,Een Overval in de Lucht,Willy van der Heide,https://www.bol.com/be/nl/p/bob-evers-15-een-overval-in-de-lucht/9200000040943909/,img/Weldadigheidsstraat 74.jpg
Weldadigheidsstraat 74,50.8711167,4.7010392,Het Beste Boek,John Grisham,https://www.bol.com/be/nl/p/the-exchange/9300000152261913/,img/Weldadigheidsstraat 74.jpg
Weldadigheidsstraat 74,50.8711167,4.7010392,De Huurder,Roland Topor,https://www.bol.com/be/nl/p/huurder/9200000048669852/,img/Weldadigheidsstraat 74.jpg
Weldadigheidsstraat 74,50.8711167,4.7010392,Dochter van de dageraad,Pauline Gedge,https://www.bol.com/be/nl/p/dochter-van-de-dageraad-pauline-gedge/1001004005090857/,img/Weldadigheidsstraat 74.jpg
Weldadigheidsstraat 74,50.8711167,4.7010392,Robbert Jan en het Geheimzinnige Kasteel,Enid Blyton,https://www.bol.com/be/nl/p/robbert-jan-en-het-geheimzinnige-kasteel/1001004005119042/,img/Weldadigheidsstraat 74.jpg
Weldadigheidsstraat 74,50.8711167,4.7010392,Entre mes mains le bonheur se faufile,Agn¨¨s Martin-Lugand,No link found,img/Weldadigheidsstraat 74.jpg
Weldadigheidsstraat 74,50.8711167,4.7010392,Mariage ¨¤ Manhattan,Nora Roberts ,https://www.bol.com/be/nl/p/la-saga-des-stanislaski-6-mariage-a-manhattan/9200000034442348/,img/Weldadigheidsstraat 74.jpg
Weldadigheidsstraat 74,50.8711167,4.7010392,De Grote Heer,Cor Ria Leeman,https://www.bol.com/be/nl/p/de-grote-heer/1001004005168838/,img/Weldadigheidsstraat 74.jpg
Weldadigheidsstraat 74,50.8711167,4.7010392,Springstof,Liza Marklund,https://www.bol.com/be/nl/p/liza-marklund-s-springstof/9200000028100166/,img/Weldadigheidsstraat 74.jpg
Weldadigheidsstraat 74,50.8711167,4.7010392,Timoe,Paul Kustermans,https://www.bol.com/be/nl/p/timoe/666881446/,img/Weldadigheidsstraat 74.jpg
Weldadigheidsstraat 74,50.8711167,4.7010392,Wraak van de jakhals,Jo Pestum,https://www.bol.com/be/nl/p/wraak-van-de-jakhals/1001004005153748/,img/Weldadigheidsstraat 74.jpg
Weldadigheidsstraat 74,50.8711167,4.7010392,Het Lege Dagboek,Susan Gates,https://www.bol.com/be/nl/p/het-lege-dagboek/666866979/,img/Weldadigheidsstraat 74.jpg
Weldadigheidsstraat 74,50.8711167,4.7010392,De Brief,Barend de Graaff,https://www.bol.com/be/nl/p/het-geslacht-van-garderen/9200000116077958/,img/Weldadigheidsstraat 74.jpg
Weldadigheidsstraat 74,50.8711167,4.7010392,De rubberjager,R.H. Schoemans,https://www.bol.com/be/nl/p/verloren-in-de-woestijn/1001004001524391/,img/Weldadigheidsstraat 74.jpg
Frederik Lintsstraat 48,50.8732159,4.7029886,Inbreuk,Dick Francis,https://www.bol.com/be/nl/p/dick-francis-mysteries-import/9300000093258702/,img/Frederik Lintsstraat 48.jpg
Frederik Lintsstraat 48,50.8732159,4.7029886,Juffrouw Jones uit Brightstead ,Jan H. Eekhout,No link found,img/Frederik Lintsstraat 48.jpg
