Address of the Book Box,Latitude,Longitude,Title of the Book,Name of the First Author or Publisher,Book URL,Image Link
Mechelsesteenweg 485,50.907363,4.6683741,Aftershock: Protect Yourself and Profit in the Next Global Financial Meltdown ,David Wiedemer,https://www.bol.com/be/nl/p/aftershock/1001004010613924/,img/Mechelsesteenweg 485.jpg
Mechelsesteenweg 485,50.907363,4.6683741,Het Beste Boek 64,Vital Alsar,No link found,img/Mechelsesteenweg 485.jpg
Mechelsesteenweg 485,50.907363,4.6683741,Rosalie Niemand,Elisabeth Marain,https://www.bol.com/be/nl/p/rosalie-niemand-roman/666795769/,img/Mechelsesteenweg 485.jpg
Mechelsesteenweg 485,50.907363,4.6683741,Patricia,Aster Berkhof,https://www.bol.com/be/nl/p/veel-geluk-professor/9300000018474814/,img/Mechelsesteenweg 485.jpg
Mechelsesteenweg 485,50.907363,4.6683741,Tranen Over Shanghai,Natasha Peters,https://www.bol.com/be/nl/p/tranen-over-shanghai/9200000035026661/,img/Mechelsesteenweg 485.jpg
Mechelsesteenweg 485,50.907363,4.6683741,"Porporino, of De mysteries van Napels",Dominique Fernandez,https://www.bol.com/be/nl/p/porporino-of-de-mysteries-van-napels/9200000049545762/,img/Mechelsesteenweg 485.jpg
Mechelsesteenweg 485,50.907363,4.6683741,Spookhuis aan de Amstel,Barend Doesburg,No link found,img/Mechelsesteenweg 485.jpg
Mechelsesteenweg 485,50.907363,4.6683741,De Gestolen Kroon,Staf Weyts,No link found,img/Mechelsesteenweg 485.jpg
Mechelsesteenweg 485,50.907363,4.6683741,De Maansteen,A. Lefeber,https://www.bol.com/be/nl/p/maansteen/9200000048857453/,img/Mechelsesteenweg 485.jpg
Mechelsesteenweg 485,50.907363,4.6683741,De Avonturen van Bing,Omer de Dier,No link found,img/Mechelsesteenweg 485.jpg
Mechelsesteenweg 485,50.907363,4.6683741,Alleen op de wereld,Hector Malot,https://www.bol.com/be/nl/p/alleen-op-de-wereld/9200000060020408/,img/Mechelsesteenweg 485.jpg
Mechelsesteenweg 485,50.907363,4.6683741,Het Robotten Eiland,M. Renders,No link found,img/Mechelsesteenweg 485.jpg
Mechelsesteenweg 485,50.907363,4.6683741,Een heldenleven,Persis Bekkering,https://www.bol.com/be/nl/p/een-heldenleven/9200000075700021/,img/Mechelsesteenweg 485.jpg
Mechelsesteenweg 485,50.907363,4.6683741,Belle et B¨ºte,Marcela Iacub,No link found,img/Mechelsesteenweg 485.jpg
Mechelsesteenweg 485,50.907363,4.6683741,De Grote Ontdekkingsreizigers,Hans-Otto Meissner,No link found,img/Mechelsesteenweg 485.jpg
Mechelsesteenweg 485,50.907363,4.6683741,De Zaak Alzheimer,Jef Geeraerts,https://www.bol.com/be/nl/p/de-zaak-alzheimer-film-editie/1001004002032111/,img/Mechelsesteenweg 485.jpg
Locomotievenstraat 5,50.882927,4.7223911,De cli?nt ,John Grisham,No link found,img/Locomotievenstraat 5.jpg
Locomotievenstraat 5,50.882927,4.7223911,Gijzeling,Rom Molemaker,https://www.bol.com/be/nl/p/gijzeling/1001004006274361/,img/Locomotievenstraat 5.jpg
Locomotievenstraat 5,50.882927,4.7223911,Heej Sgatje,Wilma Geldof,https://www.bol.com/be/nl/p/l-i-f-e-heej-sgatje/1001004005445338/,img/Locomotievenstraat 5.jpg
Karel Schurmansstraat 23,50.880849,4.7192502,Het ABC van Baby tot Kleuter,Kind & Gezin,No link found,img/Karel Schurmansstraat 23.jpg
Karel Schurmansstraat 23,50.880849,4.7192502,Cichliden,Robert J. Goldstein,https://www.bol.com/be/nl/p/cichlids-of-the-world/1001004000867389/,img/Karel Schurmansstraat 23.jpg
Karel Schurmansstraat 23,50.880849,4.7192502,Fiona,Catherine Gaskin,https://www.bol.com/be/nl/p/fiona/9200000028623032/,img/Karel Schurmansstraat 23.jpg
Karel Schurmansstraat 23,50.880849,4.7192502,Triptiek,Karin Slaughter,https://www.bol.com/be/nl/p/triptiek/9300000161658929/,img/Karel Schurmansstraat 23.jpg
Karel Schurmansstraat 23,50.880849,4.7192502,Hartslag & Diagnose Besmet,Tess Gerritsen,https://www.bol.com/be/nl/p/hartslag-diagnose-besmet-omnibus/1001004006544687/,img/Karel Schurmansstraat 23.jpg
Karel Schurmansstraat 23,50.880849,4.7192502,Van Muizen en Muizenissen,Denise de Veylder,No link found,img/Karel Schurmansstraat 23.jpg
Karel Schurmansstraat 23,50.880849,4.7192502,La Peste,Albert Camus,https://www.bol.com/be/nl/p/la-peste/1001004000918764/,img/Karel Schurmansstraat 23.jpg
Karel Schurmansstraat 23,50.880849,4.7192502,Kaltwasserfische in Aquarium und Gartenteich,Werner Ladiges,No link found,img/Karel Schurmansstraat 23.jpg
Desire Mellaertsstraat 3,50.883324,4.7276925,De liefdeskunstenaar,Jane Alison,https://www.bol.com/be/nl/p/oude-egyptenaren/1002004000039253/,img/Desire Mellaertsstraat 3.jpg
Desire Mellaertsstraat 3,50.883324,4.7276925,Diane,Herbert Best,https://www.bol.com/be/nl/p/very-best-of-vladimir-cosma/9200000042303493/,img/Desire Mellaertsstraat 3.jpg
Desire Mellaertsstraat 3,50.883324,4.7276925,De H van Adri,Wouter Klootwijk,https://www.bol.com/be/nl/p/de-h-van-adri/9200000093139723/,img/Desire Mellaertsstraat 3.jpg
Desire Mellaertsstraat 3,50.883324,4.7276925,De Atmosfeer,Fabrizio Fabbri,https://www.bol.com/be/nl/p/red-onze-planeet-atmosfeer/1001004002067610/,img/Desire Mellaertsstraat 3.jpg
Desire Mellaertsstraat 3,50.883324,4.7276925,De Nieuwsgierige Hamster: Kijk- en leerboek voor nieuwsgierige kinderen,Wang Shu-Jing,https://www.bol.com/be/nl/p/de-nieuwsgierige-hamster/1001004002059434/,img/Desire Mellaertsstraat 3.jpg
Desire Mellaertsstraat 3,50.883324,4.7276925,Management and Cost Accounting,Colin Drury,https://www.bol.com/be/nl/p/management-and-cost-accounting/9300000006171500/,img/Desire Mellaertsstraat 3.jpg
Desire Mellaertsstraat 3,50.883324,4.7276925,Mannen Rond Clarissa,Rudolf Andrel,https://www.bol.com/be/nl/p/mannen-rond-clarissa/9300000139876258/,img/Desire Mellaertsstraat 3.jpg
Desire Mellaertsstraat 3,50.883324,4.7276925,Zelfbouwantennes,J¨¹rgen Tech,https://www.bol.com/be/nl/p/european-coatings-tech-files-coatings-for-plastics/9200000078734986/,img/Desire Mellaertsstraat 3.jpg
Desire Mellaertsstraat 3,50.883324,4.7276925,Media-ethiek,Huub Evers,https://www.bol.com/be/nl/p/media-ethiek/1001004005388332/,img/Desire Mellaertsstraat 3.jpg
Desire Mellaertsstraat 3,50.883324,4.7276925,De Camerons,Robert Crichton,https://www.bol.com/be/nl/p/ghostbusters-1-2/1002004006572845/,img/Desire Mellaertsstraat 3.jpg
Desire Mellaertsstraat 3,50.883324,4.7276925,Deining om Dorus,Mr. G. Th. Verharen,No link found,img/Desire Mellaertsstraat 3.jpg
Desire Mellaertsstraat 3,50.883324,4.7276925,Elektronica echt niet moeilijk deel 3,Adrian Schommers,https://www.bol.com/be/nl/p/elektronica-echt-niet-moeilijk-1-2-en-3/666814143/,img/Desire Mellaertsstraat 3.jpg
Persilstraat 53,50.904305,4.668932,To Kill a Kingdom,Alexandra Christo,https://www.bol.com/be/nl/p/to-kill-a-kingdom/9200000083123931/,img/Persilstraat 53.jpg
Persilstraat 53,50.904305,4.668932,Ouders en Kinderen,Georges de Corte,https://www.bol.com/be/nl/p/herinneringen-ophalen/1001004002524836/,img/Persilstraat 53.jpg
Persilstraat 53,50.904305,4.668932,De Fox Terrier,Ruud Haak,https://www.bol.com/be/nl/p/onze-hond-handboek-de-jack-russell-terrier/666776219/,img/Persilstraat 53.jpg
Persilstraat 53,50.904305,4.668932,The Model Wife,Julia Llewellyn,https://www.bol.com/be/nl/p/the-model-wife/1001004006114423/,img/Persilstraat 53.jpg
Persilstraat 53,50.904305,4.668932,De Cock en kogels voor een bruid,A.C. Baantjer,https://www.bol.com/be/nl/p/baantjer-40-de-cock-en-kogels-voor-een-bruid/666748918/,img/Persilstraat 53.jpg
Persilstraat 53,50.904305,4.668932,Op de Groei 1,Sofie Dumont,https://www.bol.com/be/nl/p/op-de-groei-2-samen-eten-is-lekker-en-leuk/9200000052813137/,img/Persilstraat 53.jpg
Persilstraat 53,50.904305,4.668932,De Lichtheid van Het Opvoeden,Jan Masschelein,https://www.bol.com/be/nl/p/de-lichtheid-van-het-opvoeden/1001004006306655/,img/Persilstraat 53.jpg
Persilstraat 53,50.904305,4.668932,Impressies van een Nomade,Tom Botte,No link found,img/Persilstraat 53.jpg
Persilstraat 53,50.904305,4.668932,Omgaan met je Schaduw,Connie Zweig,https://www.bol.com/be/nl/p/omgaan-met-je-schaduw/666833520/,img/Persilstraat 53.jpg
Persilstraat 53,50.904305,4.668932,Ready Steady Baby!,NHS Scotland,https://www.bol.com/be/nl/p/ready-steady-baby/9200000032705991/,img/Persilstraat 53.jpg
Persilstraat 53,50.904305,4.668932,Outdoor GPS Navigatie,Rento Ijsenbrant,https://www.bol.com/be/nl/p/outdoor-gps-navigatie-theorie-praktijk/666782620/,img/Persilstraat 53.jpg
Persilstraat 53,50.904305,4.668932,Passion & Poppadoms,Nisha Minhas,No link found,img/Persilstraat 53.jpg
Persilstraat 53,50.904305,4.668932,Beste Marcie,Ilse Peys,https://www.bol.com/be/nl/p/beste-marcie/1001004001555705/,img/Persilstraat 53.jpg
Persilstraat 53,50.904305,4.668932,Des Cannibales,Michel de Montaigne,https://www.bol.com/be/nl/p/des-cannibales/9300000118609610/,img/Persilstraat 53.jpg
Persilstraat 53,50.904305,4.668932,De Knik in de Kern,Roland Walter,No link found,img/Persilstraat 53.jpg
Persilstraat 53,50.904305,4.668932,Dromen Ontcijferd,Fiona Zucker,https://www.bol.com/be/nl/p/dromen-ontcijferd/1001004001543264/,img/Persilstraat 53.jpg
Persilstraat 53,50.904305,4.668932,Lekker Likkebaarden!,Christopher Luff,No link found,img/Persilstraat 53.jpg
Persilstraat 53,50.904305,4.668932,This Lullaby,Sarah Dessen,https://www.bol.com/be/nl/p/this-lullaby/1001004002190642/,img/Persilstraat 53.jpg
Persilstraat 53,50.904305,4.668932,IJsvermaak,Tracy Metz,https://www.bol.com/be/nl/p/ijsvermaak/1001004001531593/,img/Persilstraat 53.jpg
Persilstraat 53,50.904305,4.668932,Dagvlinder (Belle de Jour),Joseph Kessel,https://www.bol.com/be/nl/p/dagvlinder/1001004005163920/,img/Persilstraat 53.jpg
Persilstraat 53,50.904305,4.668932,Kliniek van de Hartstocht,Heinz G. Konsalik,https://www.bol.com/be/nl/p/kliniek-van-de-hartstocht/1001004001510652/,img/Persilstraat 53.jpg
Persilstraat 53,50.904305,4.668932,De Zin van Ziekzijn,R¨¹diger Dahlke,No link found,img/Persilstraat 53.jpg
Persilstraat 53,50.904305,4.668932,Jo Leemans: de vlucht terug,Marianne De Baere,https://www.bol.com/be/nl/p/jo-leemans/9200000049379871/,img/Persilstraat 53.jpg
Persilstraat 53,50.904305,4.668932,Vigdis Gunnarsdochter,Sigrid Undset,https://www.bol.com/be/nl/p/literaria-28-la-saga-de-vigdis/9300000093233196/,img/Persilstraat 53.jpg
Persilstraat 53,50.904305,4.668932,Wij Krijgen een Baby,Lennart Nilsson,https://www.bol.com/be/nl/p/wij-krijgen-een-baby/666802005/,img/Persilstraat 53.jpg
Celestijnenlaan 200C,50.864066,4.675894,It's in the Blood,Lawrence Dallaglio,https://www.bol.com/be/nl/p/it-s-in-the-blood/1001004005885850/,img/Celestijnenlaan 200C.jpg
Celestijnenlaan 200C,50.864066,4.675894,Testament van Taal 2020,Nathan Juda,No link found,img/Celestijnenlaan 200C.jpg
Celestijnenlaan 200C,50.864066,4.675894,English Pronunciation in Use: Self-study and classroom use,Mark Hancock,https://www.bol.com/be/nl/p/english-pronunciation-in-use-int-student-s-book-answers/9200000074353012/,img/Celestijnenlaan 200C.jpg
Celestijnenlaan 200C,50.864066,4.675894,100 Fiches d'Histoire Grecque,Violaine Sebillotte Cuchet,https://www.bol.com/be/nl/p/100-fiches-pour-comprendre-l-histoire-grecque/9300000159090475/,img/Celestijnenlaan 200C.jpg
Celestijnenlaan 200C,50.864066,4.675894,Histoire d'une mouette et du chat qui lui apprit ¨¤ voler,Luis Sep¨²lveda,No link found,img/Celestijnenlaan 200C.jpg
Celestijnenlaan 200C,50.864066,4.675894,Bladvolk,Frieda Meijer-van Rijn,https://www.bol.com/be/nl/p/sprankeltjes/1001004001322974/,img/Celestijnenlaan 200C.jpg
Celestijnenlaan 200C,50.864066,4.675894,Modeling CMT1A and Investigating HDAC Inhibitors as a Therapeutic Strategy,Robert Prior,No link found,img/Celestijnenlaan 200C.jpg
Celestijnenlaan 200C,50.864066,4.675894,Vermakelijk bibliografisch ganzenbord,Alphonsus Maria Joseph Van Buuren,No link found,img/Celestijnenlaan 200C.jpg
Celestijnenlaan 200C,50.864066,4.675894,J'abandonne,Philippe Claudel,https://www.bol.com/be/nl/p/j-abandonne/9200000034640850/,img/Celestijnenlaan 200C.jpg
Celestijnenlaan 200C,50.864066,4.675894,Gens de Dublin,James Joyce,https://www.bol.com/be/nl/p/les-gens-de-dublin/9200000120677953/,img/Celestijnenlaan 200C.jpg
Celestijnenlaan 200C,50.864066,4.675894,Mastering Algorithms with Perl,Jon Orwant,https://www.bol.com/be/nl/p/mastering-algorithms-with-perl/1001004001031231/,img/Celestijnenlaan 200C.jpg
Celestijnenlaan 200C,50.864066,4.675894,Les Pendules,Agatha Christie,https://www.bol.com/be/nl/p/les-pendules/9200000000442485/,img/Celestijnenlaan 200C.jpg
Celestijnenlaan 200C,50.864066,4.675894,Juste avant la nuit,Pierre Charras,https://www.bol.com/be/nl/p/juste-avant-la-nuit/9200000006371127/,img/Celestijnenlaan 200C.jpg
Rijweg 43,50.899064,4.6771395,Faking It,Jenny Crusie,https://www.bol.com/be/nl/p/faking-it/1001004001686301/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,De Terugkeer Van Bonanza,Herman Brusselmans,https://www.bol.com/be/nl/p/de-terugkeer-van-bonanza/1001004005773630/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,"Zoek... en vind! Prinsessen, fee?n en elfen",Ballon Kids,No link found,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,KBC 25 jaar in beweging 1998-2023,Koenraad Debackere,No link found,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Leren en Onderwijzen: Beheersingsboek,Roger Standaert,https://www.bol.com/be/nl/p/leren-en-onderwijzen-beheersingsboek/666817957/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Didatische Evaluatie,Roland Vandenberghe,No link found,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Albert II: De Biografie,Christian Laporte,https://www.bol.com/be/nl/p/albert-ii-de-biografie/1001004002051631/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Leren op school,C.F. van Parreren,https://www.bol.com/be/nl/p/leren-op-school/1001004005096467/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,The New Parents' Survival Guide,Wendy Green,https://www.bol.com/be/nl/p/the-new-parents-survival-guide/9200000132440623/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Omtrent Deedee,Hugo Claus,https://www.bol.com/be/nl/p/the-savvy-shopper/1001004005111744/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Leren van volwassenen,"Hendricus Paul Stroomberg,",No link found,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,The Girl who Kicked the Hornets' Nest,Stieg Larsson,https://www.bol.com/be/nl/p/girl-who-kicked-the-hornets-nest/9200000039947085/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Effectief opleiden in organisaties,Roel Schulting,https://www.bol.com/be/nl/p/effectief-opleiden-in-organisaties/1001004005172449/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Fijne Zondag! 2,Pascal Kerkhove,https://www.bol.com/be/nl/p/fijne-zondag-2/9300000082959581/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Mein Nasch-Balkon,Elisabeth Mecklenburg,https://www.bol.com/be/nl/p/mein-nasch-balkon-obst-und-gemuse-auf-balkon-und-terrasse-erfolgreich-anbauen-und-geniessen/9200000023294341/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Tante Mariette en haar fiets: communicatie voor overheid en socialprofit ,Eric Goubin,https://www.bol.com/be/nl/p/tante-mariette-en-haar-fiets/9200000083670659/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Disney Violetta - Violetta's nieuwe wereld,Deltas,https://www.bol.com/be/nl/p/disney-violetta-violetta-s-nieuwe-wereld-deel-1/9200000031365686/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Het sterrenbeeld van uw kind is waterman,Jack F. Chandu,No link found,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Handboek voor kreatief koken: meer dan 1000 recepten,Wpg Uitgevers Belgie ,https://www.bol.com/be/nl/p/handboek-voor-kreatief-koken/1001004005084876/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,De mooiste hanging baskets (Stap-voor-stap),Stephanie Donaldson,No link found,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Alles over hart en bloedvaten,Alain Deloche,https://www.bol.com/be/nl/p/alles-over-hart-en-bloedvaten/9200000024666080/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Windows 95 voor kinderen deel 2,Addo Stuur,https://www.bol.com/be/nl/p/windows-95-voor-kinderen-deel-2/666819616/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Disney Violetta - Violetta's hart kan niet kiezen ,Deltas,https://www.bol.com/be/nl/p/disney-violetta-violetta-s-hart-kan-niet-kiezen/9200000031365702/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Disney Violetta - Zingen is alles wat ik wil,Deltas,https://www.bol.com/be/nl/p/disney-violetta-3-zingen-is-al-wat-ik-wil/9200000031365748/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Ciske groeit op,Piet Bakker,https://www.bol.com/be/nl/p/ciske-de-rat-de-complete-ciske-trilogie/9300000040121968/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,The Girl who Played with Fire,Stieg Larsson,https://www.bol.com/be/nl/p/the-girl-who-played-with-fire/1001004008986743/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Het Koekoeksjong,Brigitte Raskin,https://www.bol.com/be/nl/p/het-koekoeksjong/1001004005144131/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Hoe bereid ik vlees ,Peter Cocquyt,https://www.bol.com/be/nl/p/hoe-bereid-ik-vlees/9200000049039853/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Hamburgers uit het atelier van Big Fernand,Steve Burggraf,https://www.bol.com/be/nl/p/hamburgers/9200000014964244/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Basisbegrippen taalkunde - Morfologie en Syntaxis,Hans Smessaert,https://www.bol.com/be/nl/p/basisbegrippen-taalkunde-morfologie-en-syntaxis/9200000102588119/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Prinses Van Het Pajottenland,Johan Verminnen,https://www.bol.com/be/nl/p/prinses-van-het-pajottenland-me-cd/1001004002112643/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Jan Zonder Vrees - Geheim van Katelyne,Gaston van Camp,https://www.bol.com/be/nl/p/jan-zonder-vrees-geheim-van-katelyne/1001004005088377/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,PRAKTISCHE GIDS voor het onderhoud van meer dan 160 kamerplanten,Michel Detreaux,No link found,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Pallieter,Felix Timmermans,https://www.bol.com/be/nl/p/pallieter/9200000110145392/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Aufatmen!: F¨¹nf Minuten f¨¹r Entspannung und Energie im Alltag,Jutta Ritschel,No link found,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Geldwijzer & Zorg Voor Uw Toekomst,Frida Deceunynck,No link found,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,De Unieke Smaak Van Mineraalwater ,Michael Mascha,https://www.bol.com/be/nl/p/de-unieke-smaak-van-mineraalwater/1001004006043408/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,De Trouwe Joris,Door Nanda,No link found,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Pietje Bell is weer aan de gang,Chris van Abkoude,https://www.bol.com/be/nl/p/pietje-bell-is-weer-aan-de-gang-chris-van-abkoude/9300000008475951/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Veertiende Vijfling,Agatha Christie,https://www.bol.com/be/nl/p/veertiende-agatha-christie-vijfling/1001004005120138/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,De Spiritualiteit van de Ark,Jean Vanier,https://www.bol.com/be/nl/p/in-broosheid-dragen/1001004001524317/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Aiki: De eeuwenoude Japanse kunst van het ademhalen,Jean-Philipe Desbordes,https://www.bol.com/be/nl/p/aiki/9200000094021590/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Teddy beertjes lezen gekke versjes,Mike Ricketts,https://www.bol.com/be/nl/p/teddy-beertjes-lezen-gekke-versjes/1001004001530876/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Julia,Anne Fortier,https://www.bol.com/be/nl/p/julia/9200000033164011/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,De Illusie van Alleenzijn,Simon van Booy,https://www.bol.com/be/nl/p/de-illusie-van-alleenzijn/9200000011324089/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Liefde en Verlangen in Bombay,Vikram Chandra,https://www.bol.com/be/nl/p/liefde-en-verlangen-in-bombay/666759658/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Bloemen voor het Interieur: Geschikt & Gebonden 2,Pieter Porters,https://www.bol.com/be/nl/p/bloemen-voor-het-interieur/666878355/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Black,Dirk Bracke,https://www.bol.com/be/nl/p/black/9300000050855388/,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Comme convenu! Cours de communication fran?aise,Isabelle Werbrouck,No link found,img/Rijweg 43.jpg
Rijweg 43,50.899064,4.6771395,Ontwapend,Koen Metsu,https://www.bol.com/be/nl/p/ontwapend/9300000018474811/,img/Rijweg 43.jpg
Waversebaan 68,50.8641609,4.6933568,100 X 100,Truus Groen,https://www.bol.com/be/nl/p/100-x-100/1001004005595879/,img/Waversebaan 68.jpg
Waversebaan 68,50.8641609,4.6933568,Pijn,Frank T. Vertosick,https://www.bol.com/be/nl/p/pijn-de-wetenschap-van-het-lijden/666854980/,img/Waversebaan 68.jpg
Waversebaan 68,50.8641609,4.6933568,Zand Erover?,Roger Burggraeve,https://www.bol.com/be/nl/p/zand-erover-r-burggraeve-j-de-tavernier-d-pollefeyt/666869628/,img/Waversebaan 68.jpg
Waversebaan 68,50.8641609,4.6933568,"Nu jij er niet meer bent, Rouwen met kinderen en tieners",Claire Vanden Abbeele,https://www.bol.com/be/nl/p/nu-jij-er-niet-meer-bent/1001004001322855/,img/Waversebaan 68.jpg
Waversebaan 68,50.8641609,4.6933568,B. S. Johnson Omnibus,B. S. Johnson,https://www.bol.com/be/nl/p/gantz-omnibus-volume-3/9200000097203754/,img/Waversebaan 68.jpg
Waversebaan 68,50.8641609,4.6933568,Jane Eyre,Charlotte Bronte,https://www.bol.com/be/nl/p/jane-eyre/9200000081142442/,img/Waversebaan 68.jpg
Waversebaan 68,50.8641609,4.6933568,Ik en mijn speelman,Aart van der leeuw ,https://www.bol.com/be/nl/p/ik-en-myn-speelman/9200000048681110/,img/Waversebaan 68.jpg
Waversebaan 68,50.8641609,4.6933568,Overboord,Hank Searls,https://www.bol.com/be/nl/p/the-delicate-delinquent/9300000161623498/,img/Waversebaan 68.jpg
Waversebaan 68,50.8641609,4.6933568,Valere Depauw omnibus,Valere Depauw,https://www.bol.com/be/nl/p/gulle-lach-omnibus-3/1001004005127670/,img/Waversebaan 68.jpg
Waversebaan 68,50.8641609,4.6933568,Familie van Licht,B. Marciniak,https://www.bol.com/be/nl/p/familie-van-licht/666842014/,img/Waversebaan 68.jpg
Waversebaan 68,50.8641609,4.6933568,De tuin van je leven,Malcolm Bosse,https://www.bol.com/be/nl/p/tuin-van-je-leven-de/1001004005105921/,img/Waversebaan 68.jpg
Waversebaan 68,50.8641609,4.6933568,Overleven met chemotherapie,Mathieu Snykers,https://www.bol.com/be/nl/p/overleven-met-chemotherapie/666816681/,img/Waversebaan 68.jpg
Waversebaan 68,50.8641609,4.6933568,Toeren & Tafelen: Griekenland het vasteland,KBC,No link found,img/Waversebaan 68.jpg
Waversebaan 68,50.8641609,4.6933568,Mama,Terry McMillan,https://www.bol.com/be/nl/p/mama/1001004001544959/,img/Waversebaan 68.jpg
Waversebaan 68,50.8641609,4.6933568,Gigi,Judith Krantz,https://www.bol.com/be/nl/p/judith-krantz-5-x-hardcover-1-frederique-2-justine-3-gigi-4-dazzle-5-scruples/9300000172480155/,img/Waversebaan 68.jpg
Waversebaan 68,50.8641609,4.6933568,De wens der eeuwen,E.G.White,https://www.bol.com/be/nl/p/wens-der-eeuwen/9300000139731107/,img/Waversebaan 68.jpg
Waversebaan 68,50.8641609,4.6933568,The marseille caper,Perter Mayle,https://www.bol.com/be/nl/p/the-marseille-caper/9200000011248990/,img/Waversebaan 68.jpg
Waversebaan 68,50.8641609,4.6933568,La lettre ecarlate,Nathaniel Hawthorne,https://www.bol.com/be/nl/p/la-lettre-ecarlate-the-scarlet-letter-version-bilingue-francais-anglais/9200000081379391/,img/Waversebaan 68.jpg
Waversebaan 68,50.8641609,4.6933568,La nuit africaine,Olive Schreiner,No link found,img/Waversebaan 68.jpg
Waversebaan 68,50.8641609,4.6933568,Nederlanden zijn bewoners,Edmondo de Amicis,No link found,img/Waversebaan 68.jpg
Waversebaan 68,50.8641609,4.6933568,Ik zal overleven,Jerri Nielsen,https://www.bol.com/be/nl/p/ik-zal-overleven/666875881/,img/Waversebaan 68.jpg
Waversebaan 68,50.8641609,4.6933568,...Ik treed het leven binnen,Roger Troisfontaines,No link found,img/Waversebaan 68.jpg
Waversebaan 68,50.8641609,4.6933568,Christ in the  Psalms,Patrick Henry Reardon,https://www.bol.com/be/nl/p/christ-in-the-psalms/1001004001643880/,img/Waversebaan 68.jpg
Groenveldstraat 42,50.8745267,4.6834789,Het handboek voor internet intranet technologie,Jeroen Vanheste,https://www.bol.com/be/nl/p/het-handboek-voor-internet-en-intranet-technologie/1001004000571758/,img/Groenveldstraat 42.jpg
Groenveldstraat 42,50.8745267,4.6834789,Het complete handboek internet,Honeycutt Pike,No link found,img/Groenveldstraat 42.jpg
Groenveldstraat 42,50.8745267,4.6834789,It-Servicemanagement volgens ITIL,Peter Janssen,https://www.bol.com/be/nl/p/it-servicemanagement-volgens-itil/1001004001751199/,img/Groenveldstraat 42.jpg
Groenveldstraat 42,50.8745267,4.6834789,Een dood vogeltje,Diane Broeckhoven,https://www.bol.com/be/nl/p/dood-vogeltje/666865650/,img/Groenveldstraat 42.jpg
